course_id,course_code,course_title,course_credits,course_grade,course_gpa,course_points,CGPA,comments
23,CMPS314,ALGORITHMS,3,B,3,9,3.26,
45,CMPS316,PROGRAMMING LANGUAGES,3,C+,2.5,7.5,3.26,
67,CMPS412,ADVANCED COMPUTER ARCHITECTURE,3,B,3,9,3.26,
89,MATH480,LINEAR PROGRAMMING.,3,B+,3.5,10.5,3.26,
111,CMPS312,COMPUTER ORG. & ASSEMBLY LANG. PROG.,3,C+,2.5,7.5,3.26,
133,ENGL318,TECHNICAL WRITING.,3,C+,2.5,7.5,3.26,
155,MATH330,DISCRETE MATHEMATHICS,3,C,2,6,3.26,
177,CMPS414,NETWORKING II,3,A-,3.75,11.25,3.26,
199,CMPS418,LINUX ADMINISTRATION,3,A-,3.75,11.25,3.26,
221,CMPS429,SENIOR INTERNSHIP,12,A,4,48,3.26,
243,CMPS324,SOFTWARE ENGINEERING,3,B+,3.5,10.5,3.26,
265,MATH441,NUMERICAL ANALYSIS,3,B,3,9,3.26,
287,CMPS328,DATABASE MGMT. SYS. II,3,A-,3.75,11.25,3.26,
309,CMPS322,DIGITAL LOGIC & SIGNAL PROCESSING,3,B,3,9,3.26,
331,CMPS328,DATABASE MGMT. SYS. II,3,F,0,0,3.26,REPEAT
353,CMPS332,P C REPAIR,3,A,4,12,3.26,
375,PHYS241,GENERAL PHYSICS I,3,C,2,6,3.26,
397,CMPS416,COMPILER CONSTRUCTION,3,B+,3.5,10.5,3.26,
419,CMPS248,SOFTWARE IN SOCIETY,3,B,3,9,3.32,
441,HIST201,BELIZEAN HISTORY,3,B,3,9,3.32,
463,CMPS155,COMPUTER TECHNOLOGY,3,B,3,9,3.32,
485,MATH210,DIFFERENTIAL CALCULUS,4,A-,3.75,15,3.32,
507,CMPS260,PROJECT,3,C+,2.5,7.5,3.32,
529,MATH330,DISCRETE MATHEMATHICS,3,B,3,9,3.32,
551,CMPS414,NETWORKING II,3,A,4,12,3.32,
573,GSTU101,STUDY SKILLS,1,A-,3.75,3.75,3.32,
595,CMPS246,COMPUTER ARCHITECTURE,3,B,3,9,3.32,
617,ENGL318,TECHNICAL WRITING.,3,B,3,9,3.32,
639,CMPS145,INTRODUCTION TO COMPUTER SYSTEMS,3,B,3,9,3.32,
661,CMPS146,PROGRAMMING FOUNDATIONS,4,B+,3.5,14,3.32,
683,CMPS247,COMPUTER NETWORKING I,3,A,4,12,3.32,
705,CMPS324,SOFTWARE ENGINEERING,3,B,3,9,3.32,
727,CMPS328,DATABASE MGMT. SYS. II,3,B+,3.5,10.5,3.32,
749,MATH441,NUMERICAL ANALYSIS,3,A-,3.75,11.25,3.32,
771,MATH480,LINEAR PROGRAMMING.,3,A,4,12,3.32,
793,CMPS429,SENIOR INTERNSHIP,12,B,3,36,3.32,
815,SPAN111,SPANISH 1,3,A-,3.75,11.25,3.32,
837,CMPS156,DATA STRUCTURES,3,A-,3.75,11.25,3.32,
859,CMPS256,OPERATING SYSTEMS,3,B,3,9,3.32,
881,CMPS255,OBJECT ORIENTED SYSTEM DEV.,4,B+,3.5,14,3.32,
903,CMPS144,PRINCIPLES OF PROGRAMMING II,3,B+,3.5,10.5,3.32,
925,MATH124,TRIGONOMETRY,3,A-,3.75,11.25,3.32,
947,CMPS245,DATABASE MANAGEMENT SYSTEMS I,3,B+,3.5,10.5,3.32,
969,CMPS312,COMPUTER ORG. & ASSEMBLY LANG. PROG.,3,B,3,9,3.32,
991,CMPS412,ADVANCED COMPUTER ARCHITECTURE,3,B+,3.5,10.5,3.32,
1013,CMPS418,LINUX ADMINISTRATION,3,B+,3.5,10.5,3.32,
1035,CMPS157,SYSTEM ANALYSIS,3,B+,3.5,10.5,3.32,
1057,MATH125,ADVANCED ALGEBRA,3,A-,3.75,11.25,3.32,
1079,PSYC221,INTRO TO PSYCHOLOGY,3,B+,3.5,10.5,3.32,
1101,SOCL221,INTRODUCTION TO SOCIOLOGY,3,B,3,9,3.32,
1123,CMPS416,COMPILER CONSTRUCTION,3,B,3,9,3.32,
1145,MAT103,TRIGONOMETRY 1,3,WF,0,0,3.32,
1167,CMPS144,PRINCIPLES OF PROGRAMMING II,3,F,0,0,3.32,
1189,MATH1302,CALCULUS I,3,WF,0,0,3.32,REPEAT
1211,MGMT1014,FUNDAMENTALS OF MANAGEMENT,3,C,2,6,3.32,REPEAT
1233,ENGL2105,COMMUNICATION SKILLS,3,B+,3.5,10.5,1.33,
1255,CMPS1232,PRINCIPLES OF PROGRAMMING II,3,F,0,0,1.33,REPEAT
1277,CMPS2111,SYSTEMS ANALYSIS,3,F,0,0,1.33,REPEAT
1299,CMPS142,PRINCIPLES OF PROGRAMMING I,3,F,0,0,1.33,
1321,CMPS318,ADVANCED PC REPAIR,3,D+,1.5,4.5,1.33,
1343,CMPS157,SYSTEM ANALYSIS,3,WF,0,0,1.33,
1365,MATH104,CALCULUS I,3,WF,0,0,1.33,
1387,MATH1201,TRIGONOMETRY,3,RE,0,0,1.33,REPEAT
1409,CMPS2111,SYSTEMS ANALYSIS,3,RE,0,0,1.33,REPEAT
1431,MATH1201,TRIGONOMETRY,3,NG,,,1.33,REPEAT
1453,MATH1201,TRIGONOMETRY,3,NG,,,1.33,
1475,MGMT1014,FUNDAMENTALS OF MANAGEMENT,3,B+,3.5,10.5,1.33,
1497,CMPS4251,COMPUTER AND NETWORK SECURITY,3,RE,0,0,1.33,
1519,CMPS4181,MOBILE APPLICATION DEVELOPMENT,3,RE,0,0,1.33,
1541,CMPS1124,AN INTRODUCTION TO PROGRAMMING USING PYTHON,3,F,0,0,1.33,
1563,MGMT101,APPLIED MANAGEMENT I,3,WF,0,0,1.33,
1585,CMPS360,MANAGEMENT INFORMATION SYSTEM,3,B+,3.5,10.5,1.33,
1607,CMPS1131,PROGRAMMING I,3,C,2,6,1.33,
1629,CMPS2171,DATABASE MANAGEMENT SYSTEMS I,3,F,0,0,1.33,
1651,MATH1302,CALCULUS I,3,F,0,0,1.33,
1673,CMPS2111,SYSTEMS ANALYSIS,3,RE,0,0,1.33,
1695,CMPS245,DATABASE MANAGEMENT SYSTEMS I,3,F,0,0,1.33,
1717,MATH1201,TRIGONOMETRY,3,F,0,0,1.33,REPEAT
1739,CMPS1232,PRINCIPLES OF PROGRAMMING II,3,C,2,6,1.33,
1761,MATH1201,TRIGONOMETRY,3,WF,0,0,1.33,REPEAT
1783,CMPS2171,DATABASE MANAGEMENT SYSTEMS I,3,RE,0,0,1.33,REPEAT
1805,MATH1302,CALCULUS I,3,RE,0,0,1.33,REPEAT
1827,CMPS4151,NETWORK ENGINEERING,3,F,0,0,1.33,REPEAT
1849,CMPS4151,NETWORK ENGINEERING,3,RE,0,0,1.33,
1871,CMPS1124,AN INTRODUCTION TO PROGRAMMING USING PYTHON,3,RE,0,0,1.33,REPEAT
1893,CMPS2171,DATABASE MANAGEMENT SYSTEMS I,3,F,0,0,1.33,REPEAT
1915,CMPS315,NETWORK ENGINEERING,3,WF,0,0,1.33,
1937,CMPS4251,COMPUTER AND NETWORK SECURITY,3,RE,0,0,1.33,REPEAT
1959,CMPS322,DIGITAL LOGIC & SIGNAL PROCESSING,3,F,0,0,1.33,
1981,ENGL3155,TECHNICAL WRITING,3,A,4,12,1.33,
2003,CMPS4231,DIGITAL LOGIC & SIGNAL PROCESSING,3,RE,0,0,1.33,
2025,CMPS4251,COMPUTER AND NETWORK SECURITY,3,F,0,0,1.33,REPEAT
2047,CMPS3232,SYSTEMS ADMINISTRATION,3,F,0,0,1.33,
2069,CMPS155,COMPUTER TECHNOLOGY,3,B+,3.5,10.5,1.33,
2091,CMPS248,SOFTWARE IN SOCIETY,3,B+,3.5,10.5,1.33,
2113,CMPS314,ALGORITHMS,3,F,0,0,1.33,
2135,ENGL318,TECHNICAL WRITING.,3,C,2,6,1.33,
2157,CMPS322,DIGITAL LOGIC & SIGNAL PROCESSING,3,D+,1.5,4.5,1.33,
2179,CMPS324,SOFTWARE ENGINEERING,3,C,2,6,1.33,
2201,CMPS312,COMPUTER ORG. & ASSEMBLY LANG. PROG.,3,F,0,0,1.33,
2223,CMPS414,NETWORKING II,3,F,0,0,1.33,
2245,CMPS314,ALGORITHMS,3,D,1,3,1.33,
2267,CMPS316,PROGRAMMING LANGUAGES,3,B,3,9,1.33,
2289,MATH330,DISCRETE MATHEMATHICS,3,D+,1.5,4.5,1.33,
2311,CMPS328,DATABASE MGMT. SYS. II,3,C+,2.5,7.5,3.62,
2333,CMPS314,ALGORITHMS,3,C+,2.5,7.5,3.62,
2355,MATH330,DISCRETE MATHEMATHICS,3,C+,2.5,7.5,3.62,
2377,PHYS241,GENERAL PHYSICS I,3,B,3,9,3.62,
2399,MATH441,NUMERICAL ANALYSIS,3,B+,3.5,10.5,1.23,
2421,MATH1201,TRIGONOMETRY,3,WF,0,0,1.23,
2443,MATH1151,ALGEBRA,3,C,2,6,1.23,
2465,CMPS322,DIGITAL LOGIC & SIGNAL PROCESSING,3,A-,3.75,11.25,1.23,
2487,CMPS418,LINUX ADMINISTRATION,3,A,4,12,1.23,
2509,CMPS324,SOFTWARE ENGINEERING,3,A,4,12,1.23,
2531,CMPS314,ALGORITHMS,3,A-,3.75,11.25,1.23,
2553,ENGL318,TECHNICAL WRITING.,3,A-,3.75,11.25,1.23,
2575,CMPS416,COMPILER CONSTRUCTION,3,A,4,12,1.23,
2597,CMPS312,COMPUTER ORG. & ASSEMBLY LANG. PROG.,3,B+,3.5,10.5,1.23,
2619,PHYS241,GENERAL PHYSICS I,3,A-,3.75,11.25,1.23,
2641,CMPS316,PROGRAMMING LANGUAGES,3,A,4,12,3.29,
2663,MATH326,LINEAR PROGRAMMING,3,A-,3.75,11.25,3.29,
2685,CMPS429,SENIOR INTERNSHIP,12,B+,3.5,42,3.29,
2707,CMPS324,SOFTWARE ENGINEERING,3,WP,0,0,3.29,
2729,CMPS321,TELECOMMUNICATIONS SYSTEMS,3,F,0,0,3.29,REPEAT
2751,CMPS321,TELECOMMUNICATIONS SYSTEMS,3,B+,3.5,10.5,3.29,
2773,CMPS332,P C REPAIR,3,B+,3.5,10.5,3.29,
2795,CMPS414,NETWORKING II,3,D+,1.5,4.5,3.29,
2817,CMPS319,SYSTEMS ENGINEERING,3,B+,3.5,10.5,3.29,
2839,CMPS328,DATABASE MGMT. SYS. II,3,A,4,12,3.29,
2861,CMPS315,NETWORK ENGINEERING,3,A-,3.75,11.25,3.29,
2883,CMPS422,SENIOR SEMINAR IN INFORMATION TECHNOLOGY,3,B+,3.5,10.5,3.29,
2905,CMPS314,ALGORITHMS,3,A,4,12,3.29,
2927,CMPS322,DIGITAL LOGIC & SIGNAL PROCESSING,3,A,4,12,3.29,
2949,CMPS324,SOFTWARE ENGINEERING,3,A-,3.75,11.25,3.29,
2971,MATH330,DISCRETE MATHEMATHICS,3,A,4,12,3.29,
2993,ENGL318,TECHNICAL WRITING.,3,B+,3.5,10.5,3.29,
3015,CMPS312,COMPUTER ORG. & ASSEMBLY LANG. PROG.,3,A-,3.75,11.25,3.29,
3037,CMPS417,JAVA PROGRAMMING,3,A-,3.75,11.25,2,
3059,CMPS412,ADVANCED COMPUTER ARCHITECTURE,3,A-,3.75,11.25,2,
3081,MGMT101,APPLIED MANAGEMENT I,3,A-,3.75,11.25,2,
3103,CMPS360,MANAGEMENT INFORMATION SYSTEM,3,A-,3.75,11.25,3.71,
3125,CMCN209,COMMUNICATION SKILLS,3,C+,2.5,7.5,3.71,
3147,CMPS242,GUI PROGRAMMING,3,WP,0,0,3.71,
3169,CMPS318,ADVANCED PC REPAIR,3,B,3,9,3.71,
3191,MATH1302,CALCULUS I,3,B+,3.5,10.5,3.71,
3213,CMPS3111,PROGRAMMING LANGUAGES,3,D+,1.5,4.5,3.71,
3235,CMPS213,BASIC PC REPAIR,3,A-,3.75,11.25,3.71,
3257,CMPS244,WEB APPLICATION DEV. 1,3,A-,3.75,11.25,3.71,
3279,CMPS3131,ADVANCED GUI PROGRAMMING,3,D,1,3,3.71,
3301,MATH3251,CALCULUS III,3,RE,0,0,3.71,
3323,CMPS1134,FUNDAMENTALS OF COMPUTING,3,A-,3.75,11.25,3.71,
3345,ENGL318,TECHNICAL WRITING.,3,A,4,12,3.71,
3367,MATH2201,CALCULUS II,3,C,2,6,3.71,
3389,CMPS1124,AN INTRODUCTION TO PROGRAMMING USING PYTHON,3,A,4,12,3.71,
3411,CMPS315,NETWORK ENGINEERING,3,B+,3.5,10.5,3.71,
3433,CMPS411,COMPUTER NETWORK SECURITY,3,C+,2.5,7.5,3.71,
3455,CMPS422,SENIOR SEMINAR IN INFORMATION TECHNOLOGY,3,A,4,12,3.71,
3477,MATH333,CALCULUS III,3,C,2,6,3.5,
3499,CMPS317,ADVANCED GUI DEVELOPMENT,3,C+,2.5,7.5,3.5,
3521,CMPS321,TELECOMMUNICATIONS SYSTEMS,3,B,3,9,3.5,
3543,CMPS318,ADVANCED PC REPAIR,3,A,4,12,3.5,
3565,MATH203,CALCULUS II,3,C,2,6,3.5,
3587,CMPS424,PROFESSIONAL PRACTICE,12,A-,3.75,45,3.5,
3609,CMPS316,PROGRAMMING LANGUAGES,3,B+,3.5,10.5,3.5,
3631,CMCN209,COMMUNICATION SKILLS,3,B+,3.5,10.5,3.5,
3653,CMPS144,PRINCIPLES OF PROGRAMMING II,3,B,3,9,3.5,
3675,ENGL112,COLLEGE ENGLISH II,3,B+,3.5,10.5,3.5,
3697,CMPS314,ALGORITHMS,3,C,2,6,3.5,REPEAT
3719,CMPS319,SYSTEMS ENGINEERING,3,A-,3.75,11.25,3.5,
3741,CMPS323,SYSTEMS ADMINISTRATION,3,B+,3.5,10.5,3.5,
3763,CMPS322,DIGITAL LOGIC & SIGNAL PROCESSING,3,C+,2.5,7.5,3.5,
3785,MATH203,CALCULUS II,3,WP,0,0,3.77,REPEAT
3807,MATH322,LINEAR ALGEBRA 1,3,B,3,9,3.77,
3829,CMPS314,ALGORITHMS,3,C,2,6,3.77,
3851,MATH441,NUMERICAL ANALYSIS,3,A,4,12,3.77,
3873,MATH326,LINEAR PROGRAMMING,3,A,4,12,3.77,
3895,CMPS429,SENIOR INTERNSHIP,12,C+,2.5,30,3.77,
3917,CMPS417,JAVA PROGRAMMING,3,W,0,0,3.77,
3939,CMPS316,PROGRAMMING LANGUAGES,3,A-,3.75,11.25,3.77,
3961,PHYS241,GENERAL PHYSICS I,3,A,4,12,3.77,
3983,CMPS414,NETWORKING II,3,W,0,0,3.77,REPEAT
4005,CMPS412,ADVANCED COMPUTER ARCHITECTURE,3,A,4,12,3.77,
4027,CMPS418,LINUX ADMINISTRATION,3,B,3,9,3.77,
4049,CMPS416,COMPILER CONSTRUCTION,3,C+,2.5,7.5,3.77,
4071,MATH480,LINEAR PROGRAMMING.,3,A-,3.75,11.25,3.77,
4093,CMPS314,ALGORITHMS,3,B+,3.5,10.5,3.77,
4115,CMPS316,PROGRAMMING LANGUAGES,3,C,2,6,3.77,REPEAT
4137,PHYS241,GENERAL PHYSICS I,3,C+,2.5,7.5,3.77,
4159,CMPS324,SOFTWARE ENGINEERING,3,C+,2.5,7.5,3.5,
4181,MATH203,CALCULUS II,3,WP,0,0,3.5,
4203,CMPS3111,PROGRAMMING LANGUAGES,3,F,0,0,3.5,
4225,CMPS244,WEB APPLICATION DEV. 1,3,B+,3.5,10.5,3.5,
4247,MGMT101,APPLIED MANAGEMENT I,3,B+,3.5,10.5,3.5,
4269,PHYS1015,GENERAL PHYSICS I,3,F,0,0,2.63,
4291,EDUC335,PHILOSOPHY OF EDUCATION,3,B,3,9,2.63,
4313,CMPS142,PRINCIPLES OF PROGRAMMING I,3,B+,3.5,10.5,3.5,
4335,MATH124,TRIGONOMETRY,3,C,2,6,3.5,
4357,PHIL210,ETHICS,3,A-,3.75,11.25,2.63,
4379,EDUC221,PROFESSIONALISM IN EDUCATION,3,A-,3.75,11.25,2.63,
4401,EDUC323,INSTRUCTIONAL TECHNIQUES,3,B,3,9,2.63,
4423,CMPS247,COMPUTER NETWORKING I,3,D,1,3,3.5,
4445,CMPS144,PRINCIPLES OF PROGRAMMING II,3,F,0,0,2.63,REPEAT
4467,CMPS144,PRINCIPLES OF PROGRAMMING II,3,D+,1.5,4.5,2.63,REPEAT
4489,SPAN112,SPANISH II,3,F,0,0,3.2,
4511,CMPS245,DATABASE MANAGEMENT SYSTEMS I,3,F,0,0,3.2,REPEAT
4533,CMPS246,COMPUTER ARCHITECTURE,3,C+,2.5,7.5,3.2,
4555,CMPS245,DATABASE MANAGEMENT SYSTEMS I,3,C+,2.5,7.5,3.2,
4577,SPED301,INTRO TO SPECIAL EDUCATION,3,C+,2.5,7.5,3.2,
4599,EDUC345,CLASSROOM ASSESSMENT,3,B,3,9,3.2,
4621,CMPS247,COMPUTER NETWORKING I,3,C+,2.5,7.5,3.2,
4643,CMPS146,PROGRAMMING FOUNDATIONS,4,D,1,4,3.2,
4665,CMPS155,COMPUTER TECHNOLOGY,3,C+,2.5,7.5,3.2,
4687,CMPS156,DATA STRUCTURES,3,W,0,0,3.2,
4709,CMPS322,DIGITAL LOGIC & SIGNAL PROCESSING,3,B+,3.5,10.5,3.2,
4731,MATH441,NUMERICAL ANALYSIS,3,C,2,6,3.2,
4753,CMPS328,DATABASE MGMT. SYS. II,3,B,3,9,3.2,
4775,CMPS418,LINUX ADMINISTRATION,3,C+,2.5,7.5,3.2,
4797,CMPS247,COMPUTER NETWORKING I,3,A-,3.75,11.25,3.2,
4819,SOCL221,INTRODUCTION TO SOCIOLOGY,3,A-,3.75,11.25,3.2,
4841,CMPS417,JAVA PROGRAMMING,3,B+,3.5,10.5,3.2,
4863,MATH210,DIFFERENTIAL CALCULUS,4,B,3,12,3.2,
4885,MATH326,LINEAR PROGRAMMING,3,B,3,9,3.2,
4907,GSTU101,STUDY SKILLS,1,B,3,3,3.2,
4929,ENGL112,COLLEGE ENGLISH II,3,A,4,12,3.2,
4951,CMPS255,OBJECT ORIENTED SYSTEM DEV.,3,A-,3.75,11.25,3.2,
4973,CMPS260,PROJECT,3,A,4,12,3.2,
4995,CMPS146,PROGRAMMING FOUNDATIONS,4,B,3,12,3.52,
5017,CMPS156,DATA STRUCTURES,3,C,2,6,3.52,
5039,CMPS312,COMPUTER ORG. & ASSEMBLY LANG. PROG.,3,C,2,6,3.52,
5061,CMPS414,NETWORKING II,3,C,2,6,3.52,
5083,MATH124,TRIGONOMETRY,3,B,3,9,3.52,
5105,CMPS256,OPERATING SYSTEMS,3,B+,3.5,10.5,3.52,
5127,CMPS245,DATABASE MANAGEMENT SYSTEMS I,3,B,3,9,3.52,
5149,CMPS248,SOFTWARE IN SOCIETY,3,A,4,12,3.52,
5171,MATH125,ADVANCED ALGEBRA,3,B,3,9,3.52,
5193,PHYS241,GENERAL PHYSICS I,3,B+,3.5,10.5,3.52,
5215,CMPS157,SYSTEM ANALYSIS,3,A,4,12,3.52,
5237,GSTU101,STUDY SKILLS,1,C+,2.5,2.5,3.52,
5259,CMPS146,PROGRAMMING FOUNDATIONS,4,C,2,8,3.52,
5281,CMPS256,OPERATING SYSTEMS,3,C,2,6,3.52,
5303,CMPS156,DATA STRUCTURES,3,B,3,9,3.52,
5325,MATH121,INTERMEDIATE ALGEBRA,3,C,2,6,3.52,
5347,CMPS246,COMPUTER ARCHITECTURE,3,B+,3.5,10.5,3.52,
5369,MATH210,DIFFERENTIAL CALCULUS,4,D+,1.5,6,3.52,
5391,ENGL111,COLLEGE ENGLISH I,3,B+,3.5,10.5,3.52,
5413,MATH125,ADVANCED ALGEBRA,3,C,2,6,3.26,
5435,PSYC221,INTRO TO PSYCHOLOGY,3,B,3,9,3.26,
5457,CMPS150,COMPUTER BUSINESS APPLICATION,3,B,3,9,3.26,
5479,CMPS156,DATA STRUCTURES,3,D,1,3,3.26,REPEAT
5501,CMPS255,OBJECT ORIENTED SYSTEM DEV.,3,B+,3.5,10.5,3.26,
5523,SPAN111,SPANISH 1,3,B,3,9,3.26,
5545,CMPS248,SOFTWARE IN SOCIETY,3,A-,3.75,11.25,3.26,
5567,HIST201,BELIZEAN HISTORY,3,B+,3.5,10.5,3.26,
5589,ENGL112,COLLEGE ENGLISH II,3,C+,2.5,7.5,3.26,
5611,CMPS247,COMPUTER NETWORKING I,3,C,2,6,3.26,
5633,MATH441,NUMERICAL ANALYSIS,4,D,1,4,3.26,REPEAT
5655,CMPS422,SENIOR SEMINAR IN INFORMATION TECHNOLOGY,3,C+,2.5,7.5,3.26,
5677,MATH441,NUMERICAL ANALYSIS,3,C+,2.5,7.5,3.26,
5699,CMPS156,DATA STRUCTURES,3,F,0,0,3.26,REPEAT
5721,SOCL1014,INTRODUCTION TO SOCIOLOGY,3,B,3,9,3.26,
5743,MATH441,NUMERICAL ANALYSIS,3,WP,0,0,3.26,REPEAT
5765,CMPS2131,DATA STRUCTURES,3,D+,1.5,4.5,3.26,REPEAT
5787,CMPS316,PROGRAMMING LANGUAGES,3,D+,1.5,4.5,3.26,REPEAT
5809,CMPS416,COMPILER CONSTRUCTION,3,W,0,0,3.26,REPEAT
5831,CMPS412,ADVANCED COMPUTER ARCHITECTURE,3,C+,2.5,7.5,1.75,
5853,CMPS156,DATA STRUCTURES,3,D+,1.5,4.5,1.75,REPEAT
5875,CMPS2131,DATA STRUCTURES,3,C,2,6,1.75,
5897,ENGL1014,COLLEGE ENGLISH I,3,F,0,0,1.75,
5919,MGMT1014,FUNDAMENTALS OF MANAGEMENT,3,C+,2.5,7.5,1.75,
5941,SOCL1014,INTRODUCTION TO SOCIOLOGY,3,C+,2.5,7.5,2.55,
5963,PSYC1014,INTRODUCTION TO PSYCHOLOGY,3,C,2,6,2.55,
5985,ENGL3155,TECHNICAL WRITING,3,F,0,0,2.55,
6007,MATH1201,TRIGONOMETRY,3,F,0,0,2.55,
6029,CMPS2111,SYSTEMS ANALYSIS,3,B,3,9,2.55,
6051,MATH2201,CALCULUS II,3,WF,0,0,2.55,
6073,CMPS2131,DATA STRUCTURES,3,D+,1.5,4.5,2.55,
6095,ENGL318,TECHNICAL WRITING.,3,F,0,0,2.55,
6117,CMPS156,DATA STRUCTURES,3,B+,3.5,10.5,2.55,
6139,CMPS246,COMPUTER ARCHITECTURE,3,D+,1.5,4.5,2.55,
6161,CMPS248,SOFTWARE IN SOCIETY,3,C+,2.5,7.5,2.55,
6183,CMPS146,PROGRAMMING FOUNDATIONS,4,C+,2.5,10,2.55,
6205,CMPS144,PRINCIPLES OF PROGRAMMING II,3,C,2,6,2.55,
6227,MATH124,TRIGONOMETRY,3,F,0,0,2.55,
6249,CMPS414,NETWORKING II,3,D,1,3,2.55,
6271,CMPS246,COMPUTER ARCHITECTURE,3,F,0,0,2.55,REPEAT
6293,CMPS314,ALGORITHMS,3,WP,,,2.55,
6315,CMPS255,OBJECT ORIENTED SYSTEM DEV.,3,D,1,3,2.55,
6337,CMPS316,PROGRAMMING LANGUAGES,3,F,0,0,2.55,
6359,CMPS246,COMPUTER ARCHITECTURE,3,A-,3.75,11.25,2.55,
6381,MATH326,LINEAR PROGRAMMING,3,B+,3.5,10.5,2.55,
6403,CMPS414,NETWORKING II,3,B+,3.5,10.5,2.55,
6425,CMPS156,DATA STRUCTURES,3,A,4,12,3.2,
6447,CMPS247,COMPUTER NETWORKING I,3,B+,3.5,10.5,3.2,
6469,MATH330,DISCRETE MATHEMATHICS,3,B+,3.5,10.5,3.2,
6491,CMPS414,NETWORKING II,3,C+,2.5,7.5,3.2,
6513,CMPS332,P C REPAIR,3,A-,3.75,11.25,3.2,
6535,CMPS256,OPERATING SYSTEMS,3,C+,2.5,7.5,3.2,
6557,CMPS245,DATABASE MANAGEMENT SYSTEMS I,3,A-,3.75,11.25,3.2,
6579,MATH124,TRIGONOMETRY,3,B+,3.5,10.5,3.2,
6601,CMPS417,JAVA PROGRAMMING,3,B,3,9,3.2,
6623,CMPS255,OBJECT ORIENTED SYSTEM DEV.,3,C,2,6,3.2,
6645,MATH210,DIFFERENTIAL CALCULUS,4,C,2,8,3.2,
6667,SPAN111,SPANISH 1,3,W,0,0,3.2,
6689,MATH121,INTERMEDIATE ALGEBRA,3,W,0,0,3.2,
6711,CMPS156,DATA STRUCTURES,3,D,1,3,3.2,
6733,MATH124,TRIGONOMETRY,3,W,0,0,3.2,REPEAT
6755,MATH124,TRIGONOMETRY,3,WF,,,3.2,REPEAT
6777,CMPS256,OPERATING SYSTEMS,3,F,0,0,3.2,
6799,MATH125,ADVANCED ALGEBRA,3,WF,,,3.2,
6821,HIST201,BELIZEAN HISTORY,3,A-,3.75,11.25,3.35,
6843,ENGL111,COLLEGE ENGLISH I,3,B,3,9,3.35,
6865,MATH121,INTERMEDIATE ALGEBRA,3,F,0,0,3.35,
6887,CMPS157,SYSTEM ANALYSIS,3,F,0,0,3.35,
6909,CMPS155,COMPUTER TECHNOLOGY,3,F,0,0,3.35,
6931,CMPS145,INTRODUCTION TO COMPUTER SYSTEMS,3,B+,3.5,10.5,3.35,
6953,CMPS255,OBJECT ORIENTED SYSTEM DEV.,3,A,4,12,3.35,
6975,CMPS256,OPERATING SYSTEMS,3,A-,3.75,11.25,3.35,
6997,CMPS360,MANAGEMENT INFORMATION SYSTEM,3,W,0,0,3.35,
7019,PSYC221,INTRO TO PSYCHOLOGY,3,A-,3.75,11.25,3.35,
7041,SPAN111,SPANISH 1,3,A,4,12,3.35,
7063,CMPS246,COMPUTER ARCHITECTURE,3,A,4,12,3.35,
7085,CMPS312,COMPUTER ORG. & ASSEMBLY LANG. PROG.,3,A,4,12,3.35,
7107,CMPS417,JAVA PROGRAMMING,3,A,4,12,3.35,
7129,GSTU101,STUDY SKILLS,1,B+,3.5,3.5,3.35,
7151,CMPS245,DATABASE MANAGEMENT SYSTEMS I,3,A,4,12,3.35,
7173,CMPS145,INTRODUCTION TO COMPUTER SYSTEMS,3,A,4,12,3.35,
7195,CMPS155,COMPUTER TECHNOLOGY,3,A-,3.75,11.25,3.35,
7217,CMPS146,PROGRAMMING FOUNDATIONS,4,A,4,16,3.35,
7239,MATH3151,LINEAR ALGEBRA,3,WP,0,0,3.35,
7261,CMPS3111,PROGRAMMING LANGUAGES,3,C,2,6,3.35,
7283,SPAN2015,LEVEL 3 INTERMEDIATE SPANISH,3,W,0,0,3.35,
7305,CMPS3141,HUMAN COMPUTER INTERFACE,3,C+,2.5,7.5,3.35,
7327,CMPS3151,TELECOMMUNICATION,3,A-,3.75,11.25,3.35,
7349,CMPS3162,ADVANCED DATABASES,3,,,,3.35,
7371,RSCH2014,RESEARCH METHODS,3,,,,3.35,
7393,CMPS4131,SOFTWARE ENGINEERING,3,,,,3.35,
7415,CMPS3171,NETWORK DESIGN,3,B,3,9,3.35,
7437,CMPS4191,ADVANCED WEB TECHNOLOGIES,3,,,,3.35,
7459,ENGL3155,TECHNICAL WRITING,3,,,,3.35,
7481,MATH3251,CALCULUS III,3,WP,0,0,3.35,
7503,CMPS328,DATABASE MGMT. SYS. II,3,C,2,6,3.35,
7525,CMPS312,COMPUTER ORG. & ASSEMBLY LANG. PROG.,3,F,0,0,3.35,REPEAT
7547,MATH326,LINEAR PROGRAMMING,3,D,1,3,3.01,
7569,CMPS322,DIGITAL LOGIC & SIGNAL PROCESSING,3,C,2,6,3.01,
7591,CMPS416,COMPILER CONSTRUCTION,3,C,2,6,3.01,
7613,CMPS332,P C REPAIR,3,C,2,6,3.01,
7635,CMPS3171,NETWORK DESIGN,3,NR,0,0,3.01,
7657,RSCH2014,RESEARCH METHODS,3,NR,0,0,3.01,
7679,SPAN1025,LEVEL 2 LOWER-INTERMEDIATE SPANISH,3,NR,0,0,3.01,
7701,CMPS3012,MANAGEMENT INFORMATION SYSTEM,3,W,,,3.01,
